address_ss58,airdrop_amount,total_dot,snapshot_dot,nompool_dot,crowdloan_dot,num_criteria,criteria1,criteria11,criteria12,criteria2,criteria3,criteria4,criteria5,criteria6
13izyAZAwnb7vwYx4okNDng6N2bx5z3KBdJmZhrHkzcdjyxU,199,5031.3711059567,5031.3711059567,0,0,2,0,0,0,1,0,1,0,0
15AtNj7UK1CGnLtWT1X6zrcyBd1f6mWy9wzcDqRvz4ShkXLM,199,29002.027053897,29002.027053897,0,0,2,0,0,0,1,0,1,0,0
139LyjiPpfrurfFeRgXZVN8sacUE5VkHSN7JizdA6EZ3fiRg,199,121944.5761672524,121944.5761672524,0,0,2,0,0,0,1,0,1,0,0
14ggEp4Bv3WeQ52x4LFdoid8pPWQvFxahHCZHNyF7gHiGCTf,199,850021.9037392038,850021.9037392038,0,0,2,0,0,0,1,0,1,0,0
15fVZMCjGwbQ8FjEcG2JY4nxrCwyyNrq4h6X9pV5DHyFct2v,199,10303.0798887991,10303.0798887991,0,0,2,0,0,0,1,0,1,0,0
127Y9PPKUCNs3cEJk9ay4uALzrG245AatN7c2DhATQS2b2nE,199,1003346.2019125412,1003346.2019125412,0,0,2,0,0,0,1,0,1,0,0
13GnsRKEXCAYLJNScBEDj7rHTXkkHAVTj5QMNp6rnyGuTAVN,199,30495.8178698167,30495.8178698167,0,0,2,0,0,0,1,0,1,0,0
12WMmzdEZh7s9i8ZXczpDCuzkJkE7C6fX6Ni2CHALTZ8EfuG,199,5003.1341921428,5003.1341921428,0,0,2,0,0,0,1,0,1,0,0
13UVS5KP9Fx7Mgwp9EbYjMu5NX3DjG47PXCmczDFKernfmsZ,199,14568.940235591,14568.940235591,0,0,2,0,0,0,1,0,1,0,0
1vdgWNsN8W9DhUK5JAj4k9mfpK7cT62xyGWRb7T9tcdaf1m,199,16553.2587033122,16553.2587033122,0,0,2,0,0,0,1,0,1,0,0
1vDmwb5htYYzNjnXUtYRtWvVsPUSVqL3z3RToa3pRHYLz6z,199,299999.5952233838,299999.5952233838,0,0,2,0,0,0,1,0,1,0,0
13VS9jM2pkKNwd8LFpQNNRPBKUonU9jzGZ5fTEZiuB4nYF6Y,199,10074.3666277744,9874.3666277744,200,0,2,0,0,0,1,0,1,0,0
16CdHjb4nxVwF6uwmPm6A29pc4ubnLiY7UqasMxt7cT9BcoK,199,10340.4332464297,10340.4332464297,0,0,2,0,0,0,1,0,1,0,0
13YpnBTwkLbUjAg2raa286UkRFvvGJ3jdXSfiHeLf5AQ1kVK,199,299615.9399276646,299615.9399276646,0,0,2,0,0,0,1,0,1,0,0
15PPJX7PvSbN7k6FSVZ5wnjWiMcf3swyRu4rzBZMnuhP7Koj,199,5046.2206149193,5046.2206149193,0,0,2,0,0,0,1,0,1,0,0
1NjgHxfUUoDJw2ESooCWEdX1B2pag3FGij3pdGoFTbGRY7q,199,20192.8897485222,20192.8897485222,0,0,2,0,0,0,1,0,1,0,0
1Kt1NV624wxf2rFW1dPews9n9E5TbRWxZ1voP2EhZj65ox5,199,5004.5726540876,5004.5726540876,0,0,2,0,0,0,1,0,1,0,0
14fnfzdhZahv9xfcv42GDYVjHSr9cDzpfttomWLPDhJFnVgx,199,110927.1506361336,110927.1506361336,0,0,2,0,0,0,1,0,1,0,0
155q5JBGSW1BhQmntD95mCXcbcjBFzni1HnudteHPuzyJGG8,199,23016.4633712456,23016.4633712456,0,0,2,0,0,0,1,0,1,0,0
15ad4NcKkkNA9sAGxh5k6eCFMcvNpziG5MthTh7oG4e2brRH,199,11142.3781694258,11142.3781694258,0,0,2,0,0,0,1,0,1,0,0
14VTmUgwnagHLeegcVCnsd3Ve5DDTSBFrbZRbJTWmzX94Fhi,199,5201.7723042528,5201.7723042528,0,0,2,0,0,0,1,0,1,0,0
13Fv7btqKR2NQVZSaJAK1DhxKpxgjzE8twaWnwDk8B1u6voR,199,5500020,5500020,0,0,2,0,0,0,1,0,1,0,0
13Edzj7sCW6e94ECkzXftgLyi5hcSNGe4L418rfEb2g9xEY6,199,75298.8375524071,75298.8375524071,0,0,2,0,0,0,1,0,1,0,0
14NSRugu2B7XPwcyPTFsDsBodZb72NgrhMih6ith8dSSGmfc,199,6800000,6800000,0,0,2,0,0,0,1,0,1,0,0
1WMjmxLfxK7mFHkDzDGTWqaxZm3XqM4jrRE5CwzXSHwsbep,199,9181.4881731965,9181.4881731965,0,0,2,0,0,0,1,0,1,0,0
1WVMfRKT8s9AJc26gvabdhMePn65euASbvHmGUPi4G7A6tB,199,32218.408034131,32218.408034131,0,0,2,0,0,0,1,0,1,0,0
15g4zgBFXtbPv2JMgf21DQZP851BeMJJqmAsE9R3MMaWea71,199,50021.7655837428,50021.7655837428,0,0,2,0,0,0,1,0,1,0,0
15zCf5hDzJGGfdFdJutb9XeZ5LmSU3cLb314pgFdMysE7Bsd,199,25020.5805170449,25020.5805170449,0,0,2,0,0,0,1,0,1,0,0
15Sr691CVY3VoV5G9eNMEvGiLsjwp6Wiz8iEPyjjgbVr5ZFS,199,5122.5051726352,5122.5051726352,0,0,2,0,0,0,1,0,1,0,0
1417fZUVz1NH7Cb4HgHXf1dCfsPfie7K1y2izSya8dQxE8nv,199,7124.6224985828,21.385117709,7103.2373808738,0,2,0,0,0,1,0,1,0,0
15Vr7Pwt3HcDaxUgcYEYPdMRFwfkaYbsVQA4VMxddErgwnqj,199,39691.5383976452,39691.5383976452,0,0,2,0,0,0,1,0,1,0,0
16Za2gh8Jmsaqv15weJ3q7mSn5Zj3K8fVx5BPsc6W2Fs1nzw,199,9374.8413986313,9374.8413986313,0,0,2,0,0,0,1,0,1,0,0
14GwUUVRnzf13vKfVWawVP7H8WUa5X4FtVbG5Gg8gG4G5GVE,199,6005.2292288547,6005.2292288547,0,0,2,0,0,0,1,0,1,0,0
145PxEU7m1ZjDFcrNy6jYKXik4jCrj5rmYf7uy9bWZFeXgvy,199,13901.2854794444,13901.2854794444,0,0,2,0,0,0,1,0,1,0,0
124MTepgSgn9xxBmFFUaskQjdWjFjhRWDznAMRukQEo3fKqU,199,15992.5804737396,15992.5804737396,0,0,2,0,0,0,1,0,1,0,0
13aWRkxMZCWcZDr5ucqZQfmaoBpdYq8fTU2Pb8Z99rDX7pCX,199,10116.7151755266,10116.7151755266,0,0,2,0,0,0,1,0,1,0,0
16XxKGBRWSCQZwrpgcnzE1HqcYC3xJBcSJrM1pRazfmuSrio,199,10116.4796895819,10116.4796895819,0,0,2,0,0,0,1,0,1,0,0
13mKkc7EsTzrJsZaeVAjaHfUgJXKLu2MT1XmN7x35khftyQh,199,25020.8793657313,25020.8793657313,0,0,2,0,0,0,1,0,1,0,0
14QT4ARbMcniv7vAPNhQEmhqcu5C5nZnQe3EecrJ7W9Sfno7,199,21926.2162734452,21926.2162734452,0,0,2,0,0,0,1,0,1,0,0
14mL52ZDU9cYqgWGGseUbzcxtyvQYRLR8hxcwdVjx3r4nXYf,199,10886.4148169559,10886.4148169559,0,0,2,0,0,0,1,0,1,0,0
13He2VaED4opTr6nfm1P86U2nuTNWBbktaJwbQuWVpF2ms3e,199,23171.5973012366,23171.5973012366,0,0,2,0,0,0,1,0,1,0,0
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,199,10000001.611498047,10000001.611498047,0,0,2,0,0,0,1,0,1,0,0
1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih,199,977761.6265901756,977761.6265901756,0,0,2,0,0,0,1,0,1,0,0
13VMfvyZ2Fi69JAS27xmF865s4JCdA8hNETh4L5EfDq35JjW,199,29001.9191568151,29001.9191568151,0,0,2,0,0,0,1,0,1,0,0
13hLwqcVHqjiJMbZhR9LtfdhoxmTdssi7Kp8EJaW2yfk3knK,199,2595022.294311217,2595022.294311217,0,0,2,0,0,0,1,0,1,0,0
1sAkfdTH3cHAdJRYqMPNdeV7GhTKrddvMfkQrm3pQBABWrN,199,5668.163016555,5150.163016555,518,0,2,0,0,0,1,0,1,0,0
11MatCVQoc7MpWWGS7wZVXanGMKDjeGME8cm7KkrDBwmAyn,199,5037.4215762416,5037.4215762416,0,0,2,0,0,0,1,0,1,0,0
16dLXpHjEnYCsdAyAzbyXd3Uha1NFBP2VpJBjbyghvrNgMqC,199,6795.3291832462,6795.3291832462,0,0,2,0,0,0,1,0,1,0,0
12jToSHExrLLcDht3T35hMZTsgHCMqUESKfEQpbAgfTykFZh,199,107509.6855184686,107509.6855184686,0,0,2,0,0,0,1,0,1,0,0
16YGKSNQ2p2SXC2LuGsoBHrm8nKJgnkW9wpvJE6ahBvs6wpe,199,5028.4555404433,5028.4555404433,0,0,2,0,0,0,1,0,1,0,0
1hPagZichnUn96ZriMm9Lu86zqzgksHW8Nokmq3jkst3VKg,199,51929.910931079,36754.2306731646,15175.6802579144,0,2,0,0,0,1,0,1,0,0
13pvWcBnDLwdnWZZPMeuR2H2o7Be5pnqrYqSb5tzEnjuBH2j,199,40633.8875069211,40633.8875069211,0,0,2,0,0,0,1,0,1,0,0
154UtMXnexHfUTSvtUZpAfhGi1BejCrRH7YnnGF5faUtaVB5,199,6884.971678845201,5026.1838062257,1858.7878726195,0,2,0,0,0,1,0,1,0,0
12nMGNKauUUg6wmu3kJn3xV9BBCBJiQzoQ7ddEcFPA25h6g1,199,227668.0777968804,227668.0777968804,0,0,2,0,0,0,1,0,1,0,0
15ZvLonEseaWZNy8LDkXXj3Y8bmAjxCjwvpy4pXWSL4nGSBs,199,10359.5941200642,10359.5941200642,0,0,2,0,0,0,1,0,1,0,0
12WLDL2AXoH3MHr1xj8K4m9rCcRKSWKTUz8A4mX3ah5khJBn,199,6530011,6530011,0,0,2,0,0,0,1,0,1,0,0
12ycXCSQLGf1qCxRkm1zris123VnDoRGodaWaSA52pfAVs9d,199,186290.4668238078,186290.4668238078,0,0,2,0,0,0,1,0,1,0,0
12iqwZGB2sguEhjFi2ZRuWWixU8mHJnSiP1pwDefqGsBy4rV,199,12103.7141200803,11953.7141200803,150,0,2,0,0,0,1,0,1,0,0
12Mfu6j7PGZRTnThDS4WgLhdky3pMdx11Dme99xHbkLME81V,199,13507.6294729957,13507.6294729957,0,0,2,0,0,0,1,0,1,0,0
13K2XVxLw1uofvtaJ7tLwxJ6cbaCw3NTHhHxnqXcqCaqh1Gc,199,898532.2849712233,898532.2849712233,0,0,2,0,0,0,1,0,1,0,0
1316cTZeHz8HtEjaJRHu8sHbp9brtUmy2LiP74KZXgXhifry,199,5381.1280554859,5380.1280554859,1,0,2,0,0,0,1,0,1,0,0
12Qn81nJ9DAPxQ6iz2jPxLcrbcpveWFbAAyvDLwnAGL6nPjG,199,119943.5543990516,119943.5543990516,0,0,2,0,0,0,1,0,1,0,0
12gSsEN4aFTp518KJUKHBARjKEREjUhdiWEiN8KuTmgFarrH,199,22059.2903446419,22059.2903446419,0,0,2,0,0,0,1,0,1,0,0
1cFsLn7o74nmjbRyDtMAnMpQMc5ZLsjgCSz9Np2mcejUK83,199,10229.0943120468,10229.0943120468,0,0,2,0,0,0,1,0,1,0,0
12YFVu7E6v1EYv5XMKRLPg3UrTJAUMw68WxGgFNenRGEiXVJ,199,5001.9990476629,5001.9990476629,0,0,2,0,0,0,1,0,1,0,0
155KxucBz9PxAinQMUGJBRLFUM6neixkBXQEn9oUsQ8w8M4Y,199,9286.8275928725,9286.8275928725,0,0,2,0,0,0,1,0,1,0,0
14wgH27VP7EgxN3s9jTMrTEXB1G2GFfzhTkcSza1AaDbgREQ,199,11728.8480037354,11728.8480037354,0,0,2,0,0,0,1,0,1,0,0
12jLJ7gcbchrDJE1tkThtpDMuP37kmYyBmrNTuFtFuVAhPUT,199,14899.2878793845,14899.2878793845,0,0,2,0,0,0,1,0,1,0,0
136GehDWrz4tqL7ivAT53VeS3PweRZDSHyrbnWLdWJpchW8M,199,4561770.599959678,4561770.599959678,0,0,2,0,0,0,1,0,1,0,0
1649c4indT6Dr3W2yVGZeEsTPpqgzAq67VMdQbsYRCTz8qyv,199,2225526.2748035355,2225526.2748035355,0,0,2,0,0,0,1,0,1,0,0
14wFSvNvUSBxv9g3wFgwYAeN27PqUp6ec3Mtq6x8iovDbYYc,199,184596.5738535207,184596.5738535207,0,0,2,0,0,0,1,0,1,0,0
15VKrimigVkmaDHF21LBmjRpNjjMKxMMawSERAVJqzrKdQa7,188,5410.3730533901,5410.3730533901,0,0,4,1,1,0,1,1,0,0,0
12b1VL3duzwxahho5HCvAZ2TpKZ31R8f3JQqNLVnNsUUKCQy,188,6671.4022438924,6671.4022438924,0,0,4,1,1,0,1,1,0,0,0
12mWNGQWSxG5h1UvV4ZJRSZepxTVmJ5SMiYsb15DZATphQPf,188,25483.7486567101,25483.7486567101,0,0,4,1,1,0,1,1,0,0,0
1CHEDgUMbYeD21ufj723UgD8gDJ3nJXryfPo4zoEYWL1CK6,188,25000.4541270238,25000.4541270238,0,0,4,1,1,0,1,1,0,0,0
129FKenh2w86bxTUKWcFLmXUC9G3UPNn96xbScVCaqF57Smd,188,12330.5912787137,12330.5912787137,0,0,4,1,1,0,1,1,0,0,0
16PDWzuGbw5dB6VSHZPNq5zmVRxy2svTD9rKXb6ei5d3xtLu,188,6022.041,6022.041,0,0,4,1,1,0,1,1,0,0,0
15SkziPimEPmXooscZPp9WcEVwK7QdrXGJCWyHk3gut4QdBP,188,15164.7116198621,15164.7116198621,0,0,4,1,1,0,1,1,0,0,0
1ErPi26n2MjCMgrWpYpSMaeYaaEkNugUEW55rDhW8noFwpN,188,6205.2105307728,6205.2105307728,0,0,4,1,1,0,1,1,0,0,0
13MhUvL8CkvULYDJEaTCp7QQZ94j1is6fFyoU1gcCcMw7Rby,188,7022.041,7022.041,0,0,4,1,1,0,1,1,0,0,0
16A79B6ATwXQbLGCKMjEjJFy4tUv7fauW9zDnaEX1fiMxknb,188,37506.4586800735,37506.4586800735,0,0,4,1,1,0,1,1,0,0,0
12fW46TcQBwNWhbKdS2vwE4CCHydRtjhiYAXcH6mb6szsRJ6,182,1659052.14,1659052.14,0,0,1,0,0,0,0,0,1,0,0
14MDvXHcSfZXacZR3nvbS4XYgpWi2dY65BnthsUnMZU6R1kH,182,10042.0164444528,10042.0164444528,0,0,1,0,0,0,0,0,1,0,0
149riLdwAVzXg7Cm88RcXhbuFi3zUgwrGsJSSPjC47PRxHQW,182,8205.7898325011,8205.7898325011,0,0,1,0,0,0,0,0,1,0,0
14ijfnWVwp4MVhJ2xbaNGmPeqDGFSoqJFoQcyiVcZAvHz2dG,182,29852.6520778564,29852.6520778564,0,0,1,0,0,0,0,0,1,0,0
16Zw7drubm8LkaoNSPtNBAaoq2bQAL4m7oySPp4RuXvmETDG,182,5009.7045328818,5009.7045328818,0,0,1,0,0,0,0,0,1,0,0
12pNenKnwPcXZArJySgWG925CE4MNwiDv45wfSR5WYEqTSZp,182,33803.7086156627,33803.7086156627,0,0,1,0,0,0,0,0,1,0,0
1qUKZLhxVGUPozs8j8XpxH8VbZX5ckXV7ziUf6ji83ieZYd,182,5227.7601082468,5227.7601082468,0,0,1,0,0,0,0,0,1,0,0
12vB6nZcvcxJaZFwQX4a264KDVvsmoeDk7nJ2muApoGhyvEB,182,1601477.49760026,1601477.49760026,0,0,1,0,0,0,0,0,1,0,0
16euDe2owvJq7LkwSujGxAFezCWopCKPENxwc2EKdzYTRBae,182,6229.3472953101,6229.3472953101,0,0,1,0,0,0,0,0,1,0,0
12gPFmRqnsDhc9C5DuXyXBFA23io5fSGtKTSAimQtAWgueD2,182,5256.6961393376,5256.6961393376,0,0,1,0,0,0,0,0,1,0,0
129QVy2hCC4fdLsjK7d6vt6DrT6Mj8A3M4nr8oL1jEXcdVVm,182,5385.6723072906,5385.6723072906,0,0,1,0,0,0,0,0,1,0,0
13uwV8CBHjv25W3GACLPzzvTu2v9USc2yCQdhrqPhyM3vx6w,182,16029.2383604551,16029.2383604551,0,0,1,0,0,0,0,0,1,0,0
13ozGG4C5CnB2aQyrdxsf1yf5n4u6252J2Gd9neWk6Zz3psW,182,5036.2424193696,5036.2424193696,0,0,1,0,0,0,0,0,1,0,0
12wmREXwzmDSaEiTpaVQgYMBZvdjcBBALy4aovrRM6XaNzDK,182,386807,386807,0,0,1,0,0,0,0,0,1,0,0
14AakQ4jAmr2ytcrhfmaiHMpj5F9cR6wK1jRrdfC3N1oTbUz,182,14195.0202321479,14195.0202321479,0,0,1,0,0,0,0,0,1,0,0
15CosmEmAfQAhnxwan18e5TueAe6bDzrqqxg13dToDWr7A8M,182,6051.412722211,6051.412722211,0,0,1,0,0,0,0,0,1,0,0
12v9P5yVuZdrF2aua8drPhPUdS9mMksfPoY2tTTAGSH8VZMQ,182,5057.6651804406,5057.6651804406,0,0,1,0,0,0,0,0,1,0,0
16VVLeYXGMXW2kHD5haYKUCXQZfb5XharQeqaHgG2cnywfsZ,182,5387.3784571836,5387.3784571836,0,0,1,0,0,0,0,0,1,0,0
124RsxuvWs31iWyUMvDsnoRUgLQfntxeBXnwWJd8eC7EVe1L,182,5702.7497309992,5702.7497309992,0,0,1,0,0,0,0,0,1,0,0
13YJ7PrjwAhKHP9m99APDSuvLwWKSQSmKABfJY3H2Cepk2CA,182,7695.887149744,7695.887149744,0,0,1,0,0,0,0,0,1,0,0
12znREwf1m7JCY1V8fFWV86JGCDDtd1SZRb6jcvnFsXwF4k3,182,6390.1265354094,6390.1265354094,0,0,1,0,0,0,0,0,1,0,0
13pBLqciqvBMZpZT2ZkavANK66PxyG1xZ72bBo849c5NDHgh,182,6599.0169732426,6599.0169732426,0,0,1,0,0,0,0,0,1,0,0
15Dp4nuSJDJknsxJ5JzTVoS4EFxS75KK9Dsokwc86yzSxe3P,182,5388.114257883,5388.114257883,0,0,1,0,0,0,0,0,1,0,0
16ZE2MxB25HU8woksoA2xyjfpnQJ1oeuVPpbgceYnimrex9C,182,9252.0727919171,9252.0727919171,0,0,1,0,0,0,0,0,1,0,0
1p9uKWQ3HHhUvrkVnNn89aRG2xEawoBgFBtw52vTzxVtR59,182,5000.0000314351,5000.0000314351,0,0,1,0,0,0,0,0,1,0,0
12pHJra8Wm8TKmUhVjDJgcWbYQm5q7BPtzm7mmZGaJHBcf7u,182,5585.5978228343,5585.5978228343,0,0,1,0,0,0,0,0,1,0,0
13ogHzWQksuwuw4dv6jph1GHGBxjSP8qzwRJzT69dhnhYEv2,182,5046.1314293724,5046.1314293724,0,0,1,0,0,0,0,0,1,0,0
1D51dxpuGv1mWxstx7ERWyEWieLHSeQ8NBVX7VxkxT5PuKg,182,5193.4404974694,5193.4404974694,0,0,1,0,0,0,0,0,1,0,0
1jZGoE9teJBzaQxNpYgdJnTJ3a8rUsy7Ws6X3JcwHWTrsgf,182,5450.2136876662,5450.2136876662,0,0,1,0,0,0,0,0,1,0,0
15uCAG6qK9qdx3EG3kyb5TFn83PgFUSQEioUgA9GLTjMFfq,182,5460.2927047737,5460.2927047737,0,0,1,0,0,0,0,0,1,0,0
13qZdV4X7CN2bBVVLXzisybtJrDVQhEV422CC1v7qy8BQzeG,182,37444.5885187965,37444.5885187965,0,0,1,0,0,0,0,0,1,0,0
12yi4uHFbnSUryffXT7Xq92fbGC3iXvCs3vz9HjVgpb4sBvL,182,1042531.5208109904,1042531.5208109904,0,0,1,0,0,0,0,0,1,0,0
12ZhwG3obkAYwwuHSzB5Cy5BPmWxqoK2XsPCuqHZgB9XwRFU,182,5050.3955992328,5050.3955992328,0,0,1,0,0,0,0,0,1,0,0
13tvM5A12b9yQFs9TJWH1Bc9iiN7d7jZGnqJXdF85ovHruh6,182,5021.4522432725,5021.4522432725,0,0,1,0,0,0,0,0,1,0,0
16iNp8A8EU6naBzvDmJR2i4hgP5EQnZHeGQ6omKeK9C4NTkp,182,4128539.52,4128539.52,0,0,1,0,0,0,0,0,1,0,0
13rkfSaFsMEFJAV1wcQcnbJnxiigJTb78qkkLSEvUNPA2QVZ,182,5332.2736787392,5332.2736787392,0,0,1,0,0,0,0,0,1,0,0
145oiyyJzfR3TXWi4CsBtTbQGry5avgDd9dyTRPfd1FvTZws,182,9576.3654277739,9576.3654277739,0,0,1,0,0,0,0,0,1,0,0
142tjyjeEYCrQtPss6x5jJrtVr7jwWZYH7UzwnUNWVqhk3Q8,182,178318.5896719428,178318.5896719428,0,0,1,0,0,0,0,0,1,0,0
14p3QPfNeBwTiSjEVCjhTDCftyyzqoe7aW6SLD7jpTLXizri,182,5560.8729163954,5560.8729163954,0,0,1,0,0,0,0,0,1,0,0
12CJw9KNkC7FzVVg3dvny4PWHjjkvdyM17mmNfXyfucp8JfM,182,12677.9698348414,12677.9698348414,0,0,1,0,0,0,0,0,1,0,0
1mxRu46U8LtWFrsBCpumjaFnBmGoSt6SgonskNR2m1A9nCM,182,5306.2723035513,5306.2723035513,0,0,1,0,0,0,0,0,1,0,0
16VVNbc4m6aUxwaVwgRra6Ue7fMNGcRQHTFo1TqxmnCyuwwn,182,7898.5066474867,7898.5066474867,0,0,1,0,0,0,0,0,1,0,0
15MheMCrMwBKoc2CDguqMYaRf9GmJ9PJdsPdQuRkMRTcfczo,182,1311530.05,1311530.05,0,0,1,0,0,0,0,0,1,0,0
13uifUNALuwqiHZADQb2hrpwnL8kmawjqykx4yN661Tv7mR,182,5524.8824038255,5524.8824038255,0,0,1,0,0,0,0,0,1,0,0
13mdEPcL8qgJuMkgpqeP4dvMgyRJSSNGSB5Px6G1eZHYJ2SB,182,5051.0520739219,5051.0520739219,0,0,1,0,0,0,0,0,1,0,0
124X3VPduasSodAjS6MPd5nEqM8SUdKN5taMUUPtkWqF1fVf,182,10688.0341464415,10688.0341464415,0,0,1,0,0,0,0,0,1,0,0
15KDFYfFjdqhp3MDFEtHuyu9kLpXbT7k1zjx78MphViFdCaU,182,10070.9778051228,10070.9778051228,0,0,1,0,0,0,0,0,1,0,0
16Drp38QW5UXWMHT7n5d5mPPH1u5Qavuv6aYAhbHfN3nzToe,182,165039.953111374,165039.953111374,0,0,1,0,0,0,0,0,1,0,0
13rokpqWneXxGjE8y2YF6H7MtRvqGTqkPR332e3vvMRJet3a,182,5104.4907446551,5104.4907446551,0,0,1,0,0,0,0,0,1,0,0
137oGgrLLivtzkyf1WnVeuVj8Vhw4aY86Bnxe9TJNEvY9gKZ,182,11950.1025179077,11950.1025179077,0,0,1,0,0,0,0,0,1,0,0
15LBNVjANisHXxQAQMzvAMNu3LdGsx6nZzCtYmGyvRNt5ezi,182,483556.9372679462,483556.9372679462,0,0,1,0,0,0,0,0,1,0,0
1tZzPmcq8Auisttygmg9g6tPMtrh9i3b22D3tKXvde7ibRB,182,8398188.290396094,8398188.290396094,0,0,1,0,0,0,0,0,1,0,0
12ZNJzjPBZUh8VV5cuJFkbbwMttFNkH39EhoeYcgGHsJd4MG,182,5067.9947270524,5067.9947270524,0,0,1,0,0,0,0,0,1,0,0
167ShbHu769mP5jbtt7AHayJhzEied6s8M5kN5nBSAQewnRz,182,5431.0042994825,5431.0042994825,0,0,1,0,0,0,0,0,1,0,0
13gWcC6NzYKKnDS2ayZBoUVFWah9uBQgWcTj8tCuHa92Ukmq,182,5106.1989627769,5106.1989627769,0,0,1,0,0,0,0,0,1,0,0
15KX9B5ksRHq3vw1Un4D7DvrodZqoS2FLkZV38CSkR4FnZjh,182,5098.1963412874,5098.1963412874,0,0,1,0,0,0,0,0,1,0,0
126RwaHn4MDekLWfUYfiqcVbiQHapwDSAT9vZZS15HLqfDJh,182,10765.940776965,10765.940776965,0,0,1,0,0,0,0,0,1,0,0
16DGiP6jDwAfkAeqGfkUCtheKgUzTy7UeaiFFBAv8BwX3RhN,182,4400000.443977938,4400000.443977938,0,0,1,0,0,0,0,0,1,0,0
16SDUqoRr6f8DAyKhYWvo9dwFPdJHeFXFr1may1vhomqqPTQ,182,5566.5412878147,5566.5412878147,0,0,1,0,0,0,0,0,1,0,0
1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,182,14963.7670389265,14963.7670389265,0,0,1,0,0,0,0,0,1,0,0
14ztFafSzH4o6nCtLckhYwPeeYbrVvU8KGLqz5M1aB8i8GE4,182,850186.4121858691,850186.4121858691,0,0,1,0,0,0,0,0,1,0,0
11P2Z2QcYYmgjr9bWAQLBfhjWZjQCMPjKbroTviXxaWWDsN,182,30959.2259321195,30959.2259321195,0,0,1,0,0,0,0,0,1,0,0
13eh9bFaHYnvar2Cit8FdUzWkHxiBvNZwFHp8yVbwzvtGUCb,182,6536.5198809293,6536.5198809293,0,0,1,0,0,0,0,0,1,0,0
16zgGRrNMKBfz5CGJgvAmkavER9T8syxVBELqVA8SMLP3gm,182,5036.0946720513,5036.0946720513,0,0,1,0,0,0,0,0,1,0,0
12pMRYu1yWmdKDQLo9mWcjJYRPwfcnWBWLYh8tKpuJsCi2yF,182,8284736.501827574,8284736.501827574,0,0,1,0,0,0,0,0,1,0,0
16DJbUVKFJp6igLoDxCTPesE2DMgMmiawLXG9jsGpYNTshxt,182,5516.3097329415,5516.3097329415,0,0,1,0,0,0,0,0,1,0,0
12Dw4SzhsxX3fpDiLUYXm9oGbfxcbg1Peq67gc5jkkEo1TKr,182,5075.1347940548,5075.1347940548,0,0,1,0,0,0,0,0,1,0,0
152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,182,5347.7368086104,5347.7368086104,0,0,1,0,0,0,0,0,1,0,0
15kkg1mK1tCGgqqo3c1CghtKCQsBEAPPjYNNmmRT3r29FeRX,182,8625.2790286749,8625.2790286749,0,0,1,0,0,0,0,0,1,0,0
1KZfGVNYhwwaXjBrAuKs64TBm2cDLmwjA4MQ2Tfm2ZFmvZu,182,11047.4527656732,11047.4527656732,0,0,1,0,0,0,0,0,1,0,0
12TpxxQ9QkXHHnE5DdGRkwhgPAk8ewqEdt479eVHTDUFw1mT,182,46745.1899170665,46745.1899170665,0,0,1,0,0,0,0,0,1,0,0
15JjaHXBC6whzYhWiEi7uExsTboAC4tibbeBKPxh5CVk5Jfq,182,8596.9985227141,8596.9985227141,0,0,1,0,0,0,0,0,1,0,0
1627VVB5gtHiseCV8ZdffF7P3bWrLMkU92Q6u3LsG8tGuB63,182,7644.531577443,7644.531577443,0,0,1,0,0,0,0,0,1,0,0
1HmAqbBRrWvsqbLkvpiVDkdA2PcctUE5JUe3qokEh1FN455,182,9555.4627825707,9555.4627825707,0,0,1,0,0,0,0,0,1,0,0
14ices1G5qTmqhMfDVBECh4jotNDGTLu8fhE9YktWT3cLF2F,182,5178.2291418857,5178.2291418857,0,0,1,0,0,0,0,0,1,0,0
13VMMtNPxsTiJZ6rz5N9FJASnNg5iuEamf5SBBhiDTQJBKhk,182,103334.1673701839,103334.1673701839,0,0,1,0,0,0,0,0,1,0,0
15VAuiX2YiK9eXWf3xGBjbBNTzzRXsab2DGoi4rNgCfRFWM8,182,5047.0824292088,5047.0824292088,0,0,1,0,0,0,0,0,1,0,0
1EzZBHbxURNXuzdaZQnemNGie6nKjrgNRWVRSkCiEWDXFWN,182,502159.7833666212,502159.7833666212,0,0,1,0,0,0,0,0,1,0,0
139Vbu9X3h4v7NTBVSpLijAvpWUoGhYwKmeuxaSJ9kQsD2SG,182,8377.3821607315,8377.3821607315,0,0,1,0,0,0,0,0,1,0,0
14hM4oLJCK6wtS7gNfwTDhthRjy5QJ1t3NAcoPjEepo9AH67,182,10071.4516670083,10071.4516670083,0,0,1,0,0,0,0,0,1,0,0
14dGMAvNdgoi1Dz7HgJ1sdzKJyaY8heoi9jf9kZxXUyqatyc,182,159016.514889793,159016.514889793,0,0,1,0,0,0,0,0,1,0,0
1BdoL1BP36SZGEKR4iX8ksou2GTnrDd5of99SWK82c3A4aB,182,5111.9926844317,5111.9926844317,0,0,1,0,0,0,0,0,1,0,0
