address_ss58,airdrop_amount,total_dot,snapshot_dot,nompool_dot,crowdloan_dot,num_criteria,criteria1,criteria11,criteria12,criteria2,criteria3,criteria4,criteria5,criteria6
16P4nctmSXCpwrWE1LxLLBZAY46g3CEB9z2dZwhzAmDCzhQ8,45,5491.5352038929,5.6658726118,5485.8693312811,0,2,0,0,0,1,1,0,0,0
124Y3heE12xzW8AjzfjuJwMLUoxzyv3tNdazAwkqRB6oy5Tv,45,13230.7305926907,13230.7305926907,0,0,2,0,0,0,1,1,0,0,0
15AiWhACgJa5uV2CSnXQ9v2N1w6tAEtshCkEPXabTwi1cnre,45,10460.2427526111,10460.2427526111,0,0,2,0,0,0,1,1,0,0,0
13Bj4Ueyfm6wMYuFK9CuRr6D14BHR6EKFL2qmaojYLc1Pm1w,45,70847.170655947,70847.170655947,0,0,2,0,0,0,1,1,0,0,0
12vbJUfpiASWzw4mPc1b6vTCowT2E7wFtkanPDpXbx97yxjz,45,7986.096053912,7986.096053912,0,0,2,0,0,0,1,1,0,0,0
15JswBip4rsk6JEvijwfMYk6h8YpH7zuzbNrWRXqWM7HpW6L,45,5004.8369976644,5004.8369976644,0,0,2,0,0,0,1,1,0,0,0
13TkZSGmhPFTdVVxsXeSgr98gAYcJYRiC1SRhWLGqwNUT4w4,45,263712.1133055157,263712.1133055157,0,0,2,0,0,0,1,1,0,0,0
16bd18JK89zEyWmT7nDFYw1WvC4UP6aRjy9aSn9LKUREUu1o,45,12968.5232798326,12968.5232798326,0,0,2,0,0,0,1,1,0,0,0
14u1xi5ZHtg6REhfMk3SZWQptfZ2hSpW3BWtNLFb1U59L8Sx,45,5088.4218802594,5088.4218802594,0,0,2,0,0,0,1,1,0,0,0
15hLNGUSvf4zfiCVtNdkRe13t4e713r7oJMDvJB3GWPZYRwU,45,7214.6594608608,7214.6594608608,0,0,2,0,0,0,1,1,0,0,0
122oYEwxTfGtV6CXT9jf3ZAPLbQKDma1EXxWXG79NRv2BPcS,45,9647.749610438,9647.749610438,0,0,2,0,0,0,1,1,0,0,0
13iVEiEW7UFxGwgv31nhkYtpAE5wdKdaVSG79jzCsBwmbj7a,45,197523.8362787346,197523.8362787346,0,0,2,0,0,0,1,1,0,0,0
1xCnADz6yyL2cuQoUkG8NDrH6zptEKzoaNaNravPCz8H2Sn,45,15393.616338268,15393.616338268,0,0,2,0,0,0,1,1,0,0,0
14JAF6wxGrX9z4dWsbSW79N6kii5oj2V1mgniL9ZAHTR3gXW,45,6599.9653728079,6599.9653728079,0,0,2,0,0,0,1,1,0,0,0
13EkSZYpRP3PgLbPCmNAcZdZ346pYhbcEWM5hTbo5mEC8anp,45,26073.2053991944,26073.2053991944,0,0,2,0,0,0,1,1,0,0,0
13UVJyLnbVp8c4FQeiGJxZzMx5JGSazKV55fNPhmgXwj856v,45,13650.805243243,13650.805243243,0,0,2,0,0,0,1,1,0,0,0
1iwDCx86Hn6qfqb5xC1D1tTfTnqu2fZv2SB57yLDMQ7gMAV,45,7881.1075260309,7881.1075260309,0,0,2,0,0,0,1,1,0,0,0
14Dvpjd3TggRWNvNuFkwo3R4gzGc2i15RDVE95LoMyUHf7Nj,45,15474.1118167235,15474.1118167235,0,0,2,0,0,0,1,1,0,0,0
15mKgKk4PtS698mNHRtUEyehEio3E13pUBLLLRcoXEDUGcef,45,8124.6653913274,8124.6653913274,0,0,2,0,0,0,1,1,0,0,0
14qKJkwzkragfqpzNFpTLvtkfzrLVEEuA9VVxeYYry4GfS57,45,9075.7522363607,9075.7522363607,0,0,2,0,0,0,1,1,0,0,0
15oeknnscu9L3MXEYqVKLrMdvZv6wBP9UM2r5dG2yf9C6WzH,45,10297.0937467531,10297.0937467531,0,0,2,0,0,0,1,1,0,0,0
14dBwh9cp51iUbpBY8mQftjBwjzBVH9MyN1BC1ZwApnyBgLs,45,186833.0582583052,186833.0582583052,0,0,2,0,0,0,1,1,0,0,0
12BammuoJZWntezAEGLz1wS3KLo6t97aP9sicPjpakHohh6H,45,36002.1558161417,36002.1558161417,0,0,2,0,0,0,1,1,0,0,0
138sQb31J36QwAvpnLtqam59vh9Mn4zf9UgeJxAgY1YpnPKv,45,5304.9520467832,5304.9520467832,0,0,2,0,0,0,1,1,0,0,0
15SepXuRDKCcgKzfJHmBAfhituySEroNg3zDyKhUCQdeQDEG,45,5389.5177894796,5389.5177894796,0,0,2,0,0,0,1,1,0,0,0
15zE38gwk56wcab1yZXMg4tMihMDATUFck3hPTX9jwbodUs6,45,10245.622840365,10245.622840365,0,0,2,0,0,0,1,1,0,0,0
1jZVFNvGSaRJkLcAY8yJFYnEz5bTYazezRXa3owJyPX8Sgb,45,11967.1127353492,11967.1127353492,0,0,2,0,0,0,1,1,0,0,0
143DthFtT8xdb7vKD3Hy1nvDt1G5cjhVGa3WwGMX7QAQpUA6,45,314846.2845353396,314846.2845353396,0,0,2,0,0,0,1,1,0,0,0
14oq45668i1XiW1aQhromk8QN4kMT8E7b6M5eU2ey7P6Vwtk,45,8404.6768673931,8404.6768673931,0,0,2,0,0,0,1,1,0,0,0
154U8Yu9vaz6XMoUZbBFaLAwtyDdxy3hRbNHihvx7iySdNSe,45,19790.2179613926,19790.2179613926,0,0,2,0,0,0,1,1,0,0,0
15mCSHixbKNrfj765QVcLddgZ6V3eWrtUBz57SMzQWqdwqRj,45,6795.3785307563,6795.3785307563,0,0,2,0,0,0,1,1,0,0,0
13d3y2qNH7rp6RD4nNS7rMjUZo1Lssph3h4nk9eSrdhDGCkc,45,16282.2106391087,16282.2106391087,0,0,2,0,0,0,1,1,0,0,0
12ewynD3Zk88Q3vcmNztnZpRdaNgNrdwvqATzyjjr3wsRgbw,45,5762.9879827675,5762.9879827675,0,0,2,0,0,0,1,1,0,0,0
1kBciXg2ecDKZwzYtxDAT2ovKkfjtnSqKaiWM1Ec1jwmK7x,45,71883.672443079,71883.672443079,0,0,2,0,0,0,1,1,0,0,0
12ro9ARrJNNUURVpgUBZqp6UUFmX83sJ5JksivtQDTymkruW,45,6091.0365598286,6091.0365598286,0,0,2,0,0,0,1,1,0,0,0
13GPGjfgbKERoGEA1Smmr9X2Bgk3g7xRSNdns8XXjdG2wG2b,45,5538.4704877857,5538.4704877857,0,0,2,0,0,0,1,1,0,0,0
126BX3yp2DyKopzhEhj2dXCAhuHWAv1N9gpychtYZpueCNbc,45,73246.6830190876,73246.6830190876,0,0,2,0,0,0,1,1,0,0,0
12KkbpFCPW9UcGuYKuM9K4TUrxnMrp4Kd6ZgoY6iMm5TB9Lc,45,23649.7899844244,23649.7899844244,0,0,2,0,0,0,1,1,0,0,0
1M512WUhHfye7JGdhpnamwZkLh6fRn8B9ZV3vzvTC5bkjkN,45,7764.3900939271,7764.3900939271,0,0,2,0,0,0,1,1,0,0,0
16Xr2R6exeWx4bN2r9AEnZ9PqPQWdUqFoXGzCCh3Mb8tY6DP,45,104080.9290948217,104080.9290948217,0,0,2,0,0,0,1,1,0,0,0
1RdJUkokFdCM27ojmqpuWzf4q5YpeMWgt16WdTvxDwGxY4c,45,10309.2077188144,10309.2077188144,0,0,2,0,0,0,1,1,0,0,0
12gdYydNA6RjX5aFwecB6uSprvMuPvvFRg9eeD1oPrtx1WR7,45,49119.4397976895,49119.4397976895,0,0,2,0,0,0,1,1,0,0,0
14eWps9WeMERXasyP3fSwkSCp5F7syMLcZc4bj4CPpHabcsB,45,5069.1159346584,5069.1159346584,0,0,2,0,0,0,1,1,0,0,0
14wqjZeUToaxWsP81ZT3Cci5HxSJGdmAtrRQjn8Nyq7pzAXz,45,7298.6365342464,7298.6365342464,0,0,2,0,0,0,1,1,0,0,0
15dVSS4GmRb1xpPfNkb8NA3UNpg2rHJyLLrwaBeWGGtkMa48,45,86093.5087231777,86093.5087231777,0,0,2,0,0,0,1,1,0,0,0
1itPYtNrrYGFyw1QXvo5SgrWx5j4J1Cf3jCFE4HWpv4mZ6G,45,12633.0762727408,12633.0762727408,0,0,2,0,0,0,1,1,0,0,0
13UVJyLnbVp8c4FQeiGGZUYUm7j7DhszCbrNdgyTCS1Z4HZw,45,54634.6837353076,54634.6837353076,0,0,2,0,0,0,1,1,0,0,0
12e9CRf4KWFTwbDWvYnbaN73KYpZKz9zJRbVRkfQunBA9Dze,45,8697.2267670639,8697.2267670639,0,0,2,0,0,0,1,1,0,0,0
15zGjNDA2H7qXMP3wcsLfhqBLQDZ11gFik9rh7WQVhbuociR,45,5807.4211848412,5807.4211848412,0,0,2,0,0,0,1,1,0,0,0
13KmUVoXirFTExbSqVp54W9ZjAB1ShhaeQ7WkMdmK5pyJLH8,45,7167.0890772204,7167.0890772204,0,0,2,0,0,0,1,1,0,0,0
13UVJyLnbVp8c4FQeiGD7kX1Mwq2uD7CfWxaJ1pjnSQtp5jQ,45,267432.8719593298,267432.8719593298,0,0,2,0,0,0,1,1,0,0,0
14Y5JKPpc6SYZnT8mhwiAj2w7UfZvVzN5WpdcmguX3jHY8ka,45,5865.2404806926,5865.2404806926,0,0,2,0,0,0,1,1,0,0,0
13UVJyLnbVp8c4FQeiGJ358FeUYHMde39MNrn83Boa882Fm2,45,5284.5307523206,5284.5307523206,0,0,2,0,0,0,1,1,0,0,0
138u45bHTYu7waxUM5WABXz1dYkzU7HiMzoYuGpsvYuJAiCa,45,14869.3224785484,14869.3224785484,0,0,2,0,0,0,1,1,0,0,0
167mzme8xKTiB9FDUZZ2Ee34RWfsMfW9VB491RtD1iKqpGcc,45,6478.9369700223,6478.9369700223,0,0,2,0,0,0,1,1,0,0,0
13UVJyLnbVp8c4FQeiGEM5fpS5WM1pEunUZeR3NrHiqhcdTc,45,11053.1500505117,11053.1500505117,0,0,2,0,0,0,1,1,0,0,0
16Sehxoo3MBWNnLfivXkmmLTX1ew9R96nnQAYq3bRCuy11Uj,45,132554.2893519023,132554.2893519023,0,0,2,0,0,0,1,1,0,0,0
14nEVs8LRB6ZCNf8K62HvZc622wSHXUGDfvf8aey4tSpJAxZ,45,6118.4841137821,6118.4841137821,0,0,2,0,0,0,1,1,0,0,0
15BQ72caZe77NEzMEggDwqNNxFnL4V2VwKTqYy7Uj8nhgjcJ,45,13341.7307499463,13341.7307499463,0,0,2,0,0,0,1,1,0,0,0
1YfKvW5Gn4ywxFMtYLBwkVuJHURf56WMKZENZshZdRZspHL,45,5604.8491928639,5604.8491928639,0,0,2,0,0,0,1,1,0,0,0
14pR7AWDYrSNao89X4vWoNNpfUxY8bMBHn139Za1infnYTGe,45,25166.1808049029,25166.1808049029,0,0,2,0,0,0,1,1,0,0,0
14wy4Y5J4dUrHLXFpz2z8ufPwLts5Cns9AZQAoFSRyKYL7yz,45,36249.4147651897,27.5576010096,36221.8571641801,0,2,0,0,0,1,1,0,0,0
16FzVApiqZNB6oZoy5mjCQzNxjYey5F6jJ7wnRCiFnJb7BPZ,45,8030.7515286302,8030.7515286302,0,0,2,0,0,0,1,1,0,0,0
16mvhohAvYXWzjGd4ds7Ztam7zxqrzWuM4VmLnhTMcD8VXBq,45,5698.7141749185,5698.7141749185,0,0,2,0,0,0,1,1,0,0,0
13k643s6twWmKhkvJEpKhDGVXG1fWMnG6yDmzKTwSFwnYoCC,45,5242.1019369655,5242.1019369655,0,0,2,0,0,0,1,1,0,0,0
167subEbfVL3k2xTTVEvo55kdqwLS2QvqW4GxTmZprvrd1Jj,45,8275.1928841252,8275.1928841252,0,0,2,0,0,0,1,1,0,0,0
13JU4KTixBZjawycKryCtUuC9vhfTD6HvMsTNLRVmnXKjG9A,45,15791.5852618505,15791.5852618505,0,0,2,0,0,0,1,1,0,0,0
12Xt2r83z7By9LkkEFQU83BCsaRcbMUDTBsrkn34S2ANFLVW,45,740373.5107218602,740373.5107218602,0,0,2,0,0,0,1,1,0,0,0
1zHaPRy1pHu1eAs1XG6XxMNrQFaLMSs3RGboswh62Nns2pP,45,6421.1972961972,6421.1972961972,0,0,2,0,0,0,1,1,0,0,0
14eYDJptskihBg1BWkCGtG7dTvkx6ygKxRAV3dRKC6vhK8EA,45,10822.0932907339,10822.0932907339,0,0,2,0,0,0,1,1,0,0,0
13eEKHJ8tCL1efB76qzi38vDJvi6fiT2cp1796nTJs9GS2pf,45,10725.0013444788,10725.0013444788,0,0,2,0,0,0,1,1,0,0,0
15Xzy1WvavMKw612hymDNzthRxfwapuA15Smb2ebPKXVqfoo,45,5411.185914704,5411.185914704,0,0,2,0,0,0,1,1,0,0,0
14HyZVFdtNawy39HpH8RdeYLKKSqxcm1S8Cz5XbMibg5CpoT,45,14001.926569318,14001.926569318,0,0,2,0,0,0,1,1,0,0,0
147KtmzSTk2S3LKXjThLQCehwdGh1dSKPYE44KYmCSR9EDT4,45,11490.4102,11490.4102,0,0,2,0,0,0,1,1,0,0,0
13aDkdNzDuiFrBDBmyPapU1cDGTEx1kp7Z992ZVryVrVBH5W,45,50004.8156723458,50004.8156723458,0,0,2,0,0,0,1,1,0,0,0
162ed9noHDZtq9UESp82b9rjbmHZj6n5Fs2sK5Cv777hXgAs,45,35003.0405289778,35003.0405289778,0,0,2,0,0,0,1,1,0,0,0
1TEPmvFuA3zUoAU3W8p2sMDsBjyUurGoP7Pt5RJqcQj3T6C,45,6238.7780994785,6238.7780994785,0,0,2,0,0,0,1,1,0,0,0
12BTCwiXvWE8KDBwpLXRz8ZGmGLMP7frhneDyTGSWaXzTpvU,45,23043.0820691963,23043.0820691963,0,0,2,0,0,0,1,1,0,0,0
15jReM2xgifPwk1Jk2RwDqQAAiAtbiRGRhVBjFYdA53rUvrs,45,5024.6046707388,5024.6046707388,0,0,2,0,0,0,1,1,0,0,0
15WAkDh6ecTiKDuu67uC4ohd6jwHzFZS9GqygMydSDouMQxL,45,17892.2343163542,17892.2343163542,0,0,2,0,0,0,1,1,0,0,0
1oQSNettdozgVarYNCvsZDX9LHGXbN1VGGaL9qhtbyKemBo,45,297651.0035274197,297651.0035274197,0,0,2,0,0,0,1,1,0,0,0
1LjhopxQNQ6G3CRwacoqq8sBKrA8JfatiGZcvTuLeTduQGh,45,5661.7357198135,5661.7357198135,0,0,2,0,0,0,1,1,0,0,0
13MkLL5PiNrCj2KU7HubDXAvXYLippZ8bU9HaHXfJt76kpH4,45,6757.1336063003,6757.1336063003,0,0,2,0,0,0,1,1,0,0,0
16Lp7CLaMQx4XYSXtDR54oYQHcy5Sf9awEiHkd941abjperx,45,1000003.0175640326,1000003.0175640326,0,0,2,0,0,0,1,1,0,0,0
15QUyQptX1CZNdJXUz1GYSrhRPh1zZrNjm9GD6wWMto3mwn6,45,6969.0500967215,6969.0500967215,0,0,2,0,0,0,1,1,0,0,0
12HWUc1WyZ4Bv5JckiHr7bwp2pHicqfVcVoPY6ACUyHNRJ37,45,5320.8733766061,5.3523749579,5315.5210016482,0,2,0,0,0,1,1,0,0,0
13W7ULqxE5TffQyQwkmaiRWRovPFRrgj6KwbBxwijMrSJ4Ze,45,15870.0619075546,15870.0619075546,0,0,2,0,0,0,1,1,0,0,0
13UVJyLnbVp8c4FQeiGMJ6aWBj5xf8wZp6L6bk4BeAxTeim6,45,12387.5215289921,12387.5215289921,0,0,2,0,0,0,1,1,0,0,0
149rdRKFRZ1rA5GEYBRkbpD7Pr3bLQiEcwkix573VFj59xrC,45,14137.2693339245,14137.2693339245,0,0,2,0,0,0,1,1,0,0,0
15mfAnb8fk17XFKdkXqd17Ugem8eWx7p3aMfiUpzKYmxeTnP,45,83068.7529505386,83068.7529505386,0,0,2,0,0,0,1,1,0,0,0
12VDcQrmJx4H5acLB5ar9hE5BbhDpqmyXfHqHaq9P219bH4S,45,10253.3908483433,10253.3908483433,0,0,2,0,0,0,1,1,0,0,0
12KD4obJEPLRv8HuHkriLdSKF75L6YB89DqvME1AdVkap5jk,45,20264.6540435355,20264.6540435355,0,0,2,0,0,0,1,1,0,0,0
16X3YtRQUkJsHycuh76xp9v98VuSe28UiqRCQvpdZjKLmMrJ,45,9356.3598501915,9356.3598501915,0,0,2,0,0,0,1,1,0,0,0
1RrggPRW2J56eLYFNnHuSQb229boTyxCW7aNNUKGRjTCpHg,45,12305.3512977202,12305.3512977202,0,0,2,0,0,0,1,1,0,0,0
14NN7VyKARHGvSb1jRmf9Y8y9fXgbSBGWk75FCjcNRFhbBQf,45,5857.3667328105,5857.3667328105,0,0,2,0,0,0,1,1,0,0,0
139EGN2Qcurmz2SKKGcnZuP24xWrieR6ih4xkLzRmK8FUFZM,45,9631.7224819423,9631.7224819423,0,0,2,0,0,0,1,1,0,0,0
136566w8kDnwBexw34386HGRTGNWxiE3ZcBXXrtrxLC6Ucgj,45,5519.4362362512,5519.4362362512,0,0,2,0,0,0,1,1,0,0,0
12gCeK9vZ6SXdUQcexKvghebDuTmfbe7w6FPxt3EyMVsuoky,45,15549.0340247857,15549.0340247857,0,0,2,0,0,0,1,1,0,0,0
16GwVvic5XVs6BHurABw295XmNvnfWpJVmRtWnV4rziYmHhA,45,10528.9676757933,10528.9676757933,0,0,2,0,0,0,1,1,0,0,0
1ZNvUaej32CKA9cVwjmkJiS5QUQcwyKDESPt9mttqfMT7hg,45,18355.8371088073,18355.8371088073,0,0,2,0,0,0,1,1,0,0,0
1471KMFEFrC2pv211gVoKVXQbqH5LNByPFx7bnEJkNo2kEQY,45,30955.8023631711,30955.8023631711,0,0,2,0,0,0,1,1,0,0,0
148uRagByz5ufKfsjZAptxBNgc4wU5vbNuZi6M8m3r43VjNk,45,8258.9245704761,8258.9245704761,0,0,2,0,0,0,1,1,0,0,0
12YK98A6cjVHv1SD7cCP2gMdyhs6Zd7PLtnMXBi3UNVwu5Mj,45,280295.8372041529,280295.8372041529,0,0,2,0,0,0,1,1,0,0,0
14shW1rjG8KVRtvGvHC7Uk9fqxCmyEhXfjsKXkCpKAUoaBHc,45,5547.634440205599,20.1494779392,5527.4849622664,0,2,0,0,0,1,1,0,0,0
16HnuH7nbPSbqTrGRFgLuajdLdfmh5JzNFjh9mSyiv1anZfb,45,37963.0822621953,37963.0822621953,0,0,2,0,0,0,1,1,0,0,0
12y4eitraWWtXpsDEeAzPRGDkW42Hf8oiuDW5YGiJxDs3JqS,45,5631.5420851057,5631.5420851057,0,0,2,0,0,0,1,1,0,0,0
153YezVas8AHbs1wRuSmFDThTMkGpneSeeX2NqVzXcYtu2nQ,45,7379.1152537276,7379.1152537276,0,0,2,0,0,0,1,1,0,0,0
15tKg97oFvB3YVaqLDZA1RhoNoSnoZyDAHov8B8A1rFcmziy,45,5639.7054333862,5639.7054333862,0,0,2,0,0,0,1,1,0,0,0
16BFLAb8jZNqENWfWmdkfEZj7yVEzr3UVQWWQDuskq3bspAm,45,7592.2286346371,7592.2286346371,0,0,2,0,0,0,1,1,0,0,0
16QJdEusBKQpZojrXDPKAkGNnViRdAkJAos9jjg1iKd5Qi9R,45,21902.6116367719,21902.6116367719,0,0,2,0,0,0,1,1,0,0,0
1n2mgdgScrpbDuG7XHe2RPhZ7EWPFWmwjATiJUYGSPq5Prt,45,5108.2295201433,5108.2295201433,0,0,2,0,0,0,1,1,0,0,0
1Q8Vpdx97mAYFLYZqyPq1Xxak2Gw4EopHGFbqoAKwQ9UE4g,45,7225.9315486147,7225.9315486147,0,0,2,0,0,0,1,1,0,0,0
12D7jexTCRBAt3fiko7MbVRYvXeUYA6txXbvo4NJXKYUESGD,45,19512.5824449329,19512.5824449329,0,0,2,0,0,0,1,1,0,0,0
12bKwNkNP4ayvgyRjzGe1rwgpeW3RbE1thEKH7215KC7soPV,45,9014.9889963748,9014.9889963748,0,0,2,0,0,0,1,1,0,0,0
13jDVn4SmPjpv3ubJKiA3DqjScAUiwRRoqUcVu2Hi87rv1qd,45,47000.7034888036,47000.7034888036,0,0,2,0,0,0,1,1,0,0,0
15JnHoFh6dJUkjqrVv6T9XVdkZUziQNapZNJDK9suhM29vpd,45,11782.2090800607,9475.6040310972,2306.6050489635,0,2,0,0,0,1,1,0,0,0
16WBQTW4PjuRtFByqcDWeNPs5ezRQ5gBYxrm6ZjDXSDqFd9G,45,5090.8397950652,5090.8397950652,0,0,2,0,0,0,1,1,0,0,0
12oEeCYhh9A1ycByovihLYoMcvapyBSnfK73SCQj3CuuQ8C3,45,14123.4711594676,14123.4711594676,0,0,2,0,0,0,1,1,0,0,0
1dPsmTwAtzqULSmobtB9G5oeDZMn7mCEqhqERN1Bi2NwxoG,45,8007.8744096442,6957.8744096442,1050,0,2,0,0,0,1,1,0,0,0
1Hfo4SuWDZMYEjhnxJ6RYgZsysQuE1YJf2xxeNwny6b5tUo,45,5312.071026342,5312.071026342,0,0,2,0,0,0,1,1,0,0,0
15HAdsoNWFBNSBjHWUvYv1znW8NRg1sWGb7NY5aCkgFci6Hd,45,16493.3082096309,12.0981583822,16481.2100512487,0,2,0,0,0,1,1,0,0,0
13UXRtcLMA5TC2FmcJn7DbhdB9tJVerVei5q3pxyKJq8JhBM,45,8395.8994000114,8395.8994000114,0,0,2,0,0,0,1,1,0,0,0
16128pPhZ3trnHG4QEQwrrAFr891fgeGAiUSs22t8y3i6Jtk,45,645069.6701217183,645069.6701217183,0,0,2,0,0,0,1,1,0,0,0
13iisRdGVs4PfZLM1eyqvkvjBgYgYeomuYCMh6ctMgv74ocs,45,9578.9031793598,9578.9031793598,0,0,2,0,0,0,1,1,0,0,0
16htyGqpak2r21WhYY413Zkfpxq32JbiKv5iaqRmDG8NW8UL,45,33992.6580851793,33992.6580851793,0,0,2,0,0,0,1,1,0,0,0
1n4DMMxJ36RavPCbFwPQu9MffqSBobqfvKLKgJDjG7gUc3u,45,7854.8931621965,1.1016,7853.7915621965,0,2,0,0,0,1,1,0,0,0
12d57SxZMYSgm18Zh2SdPqh41YM27TxpGj5FuosRJxMPKDte,45,7970.5271824898,7970.5271824898,0,0,2,0,0,0,1,1,0,0,0
14STrzQjckbqr2FEPfpbYenXDQupPRWg7SuSq59P1D53bkNp,45,16625.7033636398,16625.7033636398,0,0,2,0,0,0,1,1,0,0,0
1bFyAbKzAkLoZ63qSSHXN5LrMRywrPQHzMW3aprjNMiEoae,45,5055.1787901972,5055.1787901972,0,0,2,0,0,0,1,1,0,0,0
14fuBbhkJZ8bvGjVwZEUvP4MFrb8q4iWs2GFLJz9v6pUxUus,45,19420.2657862061,19420.2657862061,0,0,2,0,0,0,1,1,0,0,0
15panKWCyY4ZT5gFTereZFZgiK5M9s536PPuS17CJNfrc5Sg,45,7000.7984506337,7000.7984506337,0,0,2,0,0,0,1,1,0,0,0
12ewcjfAKAjZWDKtVE6jhxCBjGf8hjeNh1FsvjJE4VK3AUEL,45,236195.0576449104,236195.0576449104,0,0,2,0,0,0,1,1,0,0,0
15tToh9f6kz4DhyY6H8cFWGJzxyAAW3LHHDahn7Qcpyea8UD,45,180000,180000,0,0,2,0,0,0,1,1,0,0,0
11AE6isUxRfmqdghMdQPi2XxiD6kqLMBbUcYcMwFxuit3Ax,45,5296.1127517873,5296.1127517873,0,0,2,0,0,0,1,1,0,0,0
15Gf9ZyVrrsTpHt4HYTmGBUW7UsSyvvZv6meT8EPB5ttZwUs,45,5401.0003,5401.0003,0,0,2,0,0,0,1,1,0,0,0
16ZMzQDQZV7mFpkQpr8ffQ91EiqPJ4FwVgsHtx5gG2un7a6H,45,6615.7163216572,6615.7163216572,0,0,2,0,0,0,1,1,0,0,0
14Hyurm9MFqSKhhnTfuQUK7V2pDJS48tMdfqzpfRsMEhFLFF,45,17893.6301861619,17893.6301861619,0,0,2,0,0,0,1,1,0,0,0
12cikb7A3KmvJbV7G5RhgGcJMUt93hWYT75mQQfKUGQUeYSz,45,11237.6483300932,11237.6483300932,0,0,2,0,0,0,1,1,0,0,0
12dfHfza7QiqecKFu97ERBtWzJitEGbM9uJwdii2rdZiMmZW,45,55337.8437175989,55337.8437175989,0,0,2,0,0,0,1,1,0,0,0
16c6Mp51EoaQZZt3HaarpQjkv8a3nQAqD5R1a4c4AwrXe6QB,45,6715.1601593257,6715.1601593257,0,0,2,0,0,0,1,1,0,0,0
169B8iFWCLFjs7EcizznGfWi5Z9CtSU6zUYynrLH6h41eNgs,45,6401.6979313595,6401.6979313595,0,0,2,0,0,0,1,1,0,0,0
15U5tgYWgKnwnsbdpXhTSPwHjo81iYpUHgEupE9UrsFAMnF1,45,8417.7419179724,8417.7419179724,0,0,2,0,0,0,1,1,0,0,0
159Aj9E7DbbcpAUqGTHXryvsdUoaZd326GMeBM7JirWUJkYt,45,57681.7740460325,57681.7740460325,0,0,2,0,0,0,1,1,0,0,0
12eaZoDrrvMUkNgf1mxiVGjjRMGX9Lo7n9aqPkvVVXtmp4ya,45,56283.844594723,56283.844594723,0,0,2,0,0,0,1,1,0,0,0
1FHN1dwBfYqvYDDkpFXpok2hrq3QoTszxbEkZYjKDPKC9Ki,45,21652.0134104543,21652.0134104543,0,0,2,0,0,0,1,1,0,0,0
134HqxYkiaJTmiLdftFBBG8kTJ1neKt791RmXSJf7bRcm8D6,45,705035.4553791626,705035.4553791626,0,0,2,0,0,0,1,1,0,0,0
16XpPeWVLPr1itvzg211CpqLUvRsm4STQp7vMTKNTuKexcQJ,45,430053.0752309324,430053.0752309324,0,0,2,0,0,0,1,1,0,0,0
13TpuqVC7H9tDnEbtWtX7xKo3LuEV6FKWJXBy6ymx3mLT9ak,45,11614.436410546,11614.436410546,0,0,2,0,0,0,1,1,0,0,0
13WN4FsM6q3ghuHhokfWUV4DSURQSM3WjAYVNrrRNoKv7dXS,45,9268.573937621,9268.573937621,0,0,2,0,0,0,1,1,0,0,0
15LzoZgBrtevRRnPi82BQNHPJVHpza7pGADABEaDVfmN4zvK,45,24771.7657984779,24771.7657984779,0,0,2,0,0,0,1,1,0,0,0
14NV18ZPxCzmj58Gjr9As5Zr2njYmMDP8ZfkGFqpDxFSbbwU,45,70019.8696457617,70019.8696457617,0,0,2,0,0,0,1,1,0,0,0
13nGTUwtwXr7t1Esd56LQw7BqwUWVgCFB1nMaeNiDEhsRxNA,45,19246.8867348551,19246.8867348551,0,0,2,0,0,0,1,1,0,0,0
13azAdHsWmsuPN1GVxbbwJQrodK1Gzia86cswVCLT94nRpP4,45,10200.9618667544,10200.9618667544,0,0,2,0,0,0,1,1,0,0,0
1FM77KGXu3URUg5EvwiSBdMeLoo5akn6Hmsvh3TZvvDvxKL,45,8421.3678829101,8421.3678829101,0,0,2,0,0,0,1,1,0,0,0
163i3GErsE9r7PDuwK9aCyTtdQA7Q99Qf4Kyy7nWrjL9sKcx,45,8455.4979628346,8455.4979628346,0,0,2,0,0,0,1,1,0,0,0
161rDY4QzjanXz8MEi44fvN1AnTMgXkSPX1ZdoWXvhjjNgJe,45,11275.2683775168,11275.2683775168,0,0,2,0,0,0,1,1,0,0,0
14mkmeypwFk4qMKGdRjtSdiZaFA6rCZmZWrwbvAswVUtKoro,45,8203.0361466207,8203.0361466207,0,0,2,0,0,0,1,1,0,0,0
14cmU7YxjDjMXkvKmyaNZ6cgXFioZt9Z6PENEg6PA5FY74DB,45,2281895.3041237392,2281895.3041237392,0,0,2,0,0,0,1,1,0,0,0
1AB6s4r8Gk5pKyh5wXVcdFDFmwfokUev5t5hEkWLPwJLsU5,45,10967.3684560993,10967.3684560993,0,0,2,0,0,0,1,1,0,0,0
1ebddzjzT4DMEwnu4Gqbb4g3B9LAYSmoxaEd3YjW8De9kpK,45,15558.7557985405,15558.7557985405,0,0,2,0,0,0,1,1,0,0,0
15HGTE524ie97Weh9YtFBtg9SSwY9Lh1xaZnZiApC4KtgNAL,45,6497.6164240667,6497.6164240667,0,0,2,0,0,0,1,1,0,0,0
133YcocjEjhm99DseyNqJsraitExR7HizAE8MLiHPxgRJG3Q,45,11164.1782221678,11164.1782221678,0,0,2,0,0,0,1,1,0,0,0
